keyids,motion path,annotations
0279,datasets/motions/flag_subset_guoh3dfeats/M001P002A033R003.npy,Left-side Knee Raise And Abdominal Muscles Contract
0280,datasets/motions/flag_subset_guoh3dfeats/M001P002A034R001.npy,Kneeling Right Leg Backward Stretch
0281,datasets/motions/flag_subset_guoh3dfeats/M001P002A034R002.npy,Kneeling Right Leg Backward Stretch
0282,datasets/motions/flag_subset_guoh3dfeats/M001P002A034R003.npy,Kneeling Right Leg Backward Stretch
0283,datasets/motions/flag_subset_guoh3dfeats/M001P002A035R001.npy,Kneeling Right Arm Raise
0284,datasets/motions/flag_subset_guoh3dfeats/M001P002A035R002.npy,Kneeling Right Arm Raise
0285,datasets/motions/flag_subset_guoh3dfeats/M001P002A035R003.npy,Kneeling Right Arm Raise
0286,datasets/motions/flag_subset_guoh3dfeats/M001P002A036R001.npy,Shoulder Bridge
0287,datasets/motions/flag_subset_guoh3dfeats/M001P002A036R002.npy,Shoulder Bridge
0288,datasets/motions/flag_subset_guoh3dfeats/M001P002A036R003.npy,Shoulder Bridge
0289,datasets/motions/flag_subset_guoh3dfeats/M001P002A037R001.npy,Prone Press-ups
0290,datasets/motions/flag_subset_guoh3dfeats/M001P002A037R002.npy,Prone Press-ups
0291,datasets/motions/flag_subset_guoh3dfeats/M001P002A037R003.npy,Prone Press-ups
0292,datasets/motions/flag_subset_guoh3dfeats/M001P002A038R001.npy,Bent-over Torso Rotation
0293,datasets/motions/flag_subset_guoh3dfeats/M001P002A038R002.npy,Bent-over Torso Rotation
0294,datasets/motions/flag_subset_guoh3dfeats/M001P002A038R003.npy,Bent-over Torso Rotation
0295,datasets/motions/flag_subset_guoh3dfeats/M001P002A039R001.npy,Lying Arm Pull
0296,datasets/motions/flag_subset_guoh3dfeats/M001P002A039R002.npy,Lying Arm Pull
0297,datasets/motions/flag_subset_guoh3dfeats/M001P002A039R003.npy,Lying Arm Pull
0298,datasets/motions/flag_subset_guoh3dfeats/M001P002A040R001.npy,Prone Press Up With Torso Rotation
0299,datasets/motions/flag_subset_guoh3dfeats/M001P002A040R002.npy,Prone Press Up With Torso Rotation
0300,datasets/motions/flag_subset_guoh3dfeats/M001P002A040R003.npy,Prone Press Up With Torso Rotation
0301,datasets/motions/flag_subset_guoh3dfeats/M001P002A041R001.npy,Breaststroke Push-ups
0302,datasets/motions/flag_subset_guoh3dfeats/M001P002A041R002.npy,Breaststroke Push-ups
0303,datasets/motions/flag_subset_guoh3dfeats/M001P002A041R003.npy,Breaststroke Push-ups
0304,datasets/motions/flag_subset_guoh3dfeats/M001P002A042R001.npy,Sit-ups
0305,datasets/motions/flag_subset_guoh3dfeats/M001P002A042R002.npy,Sit-ups
0306,datasets/motions/flag_subset_guoh3dfeats/M001P002A042R003.npy,Sit-ups
0307,datasets/motions/flag_subset_guoh3dfeats/M001P002A043R001.npy,Side-lying Left Leg Forward Raise
0308,datasets/motions/flag_subset_guoh3dfeats/M001P002A043R002.npy,Side-lying Left Leg Forward Raise
0309,datasets/motions/flag_subset_guoh3dfeats/M001P002A043R003.npy,Side-lying Left Leg Forward Raise
0310,datasets/motions/flag_subset_guoh3dfeats/M001P002A044R001.npy,Right Leg Reverse Lunge
0311,datasets/motions/flag_subset_guoh3dfeats/M001P002A044R002.npy,Right Leg Reverse Lunge
0312,datasets/motions/flag_subset_guoh3dfeats/M001P002A044R003.npy,Right Leg Reverse Lunge
0313,datasets/motions/flag_subset_guoh3dfeats/M001P002A045R001.npy,Kneeling Left Knee Lift
0314,datasets/motions/flag_subset_guoh3dfeats/M001P002A045R002.npy,Kneeling Left Knee Lift
0315,datasets/motions/flag_subset_guoh3dfeats/M001P002A045R003.npy,Kneeling Left Knee Lift
0316,datasets/motions/flag_subset_guoh3dfeats/M001P002A046R001.npy,Alternate Reverse Lunge
0317,datasets/motions/flag_subset_guoh3dfeats/M001P002A046R002.npy,Alternate Reverse Lunge
0318,datasets/motions/flag_subset_guoh3dfeats/M001P002A046R003.npy,Alternate Reverse Lunge
0319,datasets/motions/flag_subset_guoh3dfeats/M001P002A047R001.npy,Side-lying Right Leg Backward Kick
0320,datasets/motions/flag_subset_guoh3dfeats/M001P002A047R002.npy,Side-lying Right Leg Backward Kick
0321,datasets/motions/flag_subset_guoh3dfeats/M001P002A047R003.npy,Side-lying Right Leg Backward Kick
0322,datasets/motions/flag_subset_guoh3dfeats/M001P002A048R001.npy,Left Leg Lunge With Knee Lift
0323,datasets/motions/flag_subset_guoh3dfeats/M001P002A048R002.npy,Left Leg Lunge With Knee Lift
0324,datasets/motions/flag_subset_guoh3dfeats/M001P002A048R003.npy,Left Leg Lunge With Knee Lift
0325,datasets/motions/flag_subset_guoh3dfeats/M001P002A049R001.npy,Sumo Squat
0326,datasets/motions/flag_subset_guoh3dfeats/M001P002A049R002.npy,Sumo Squat
0327,datasets/motions/flag_subset_guoh3dfeats/M001P002A049R003.npy,Sumo Squat
0328,datasets/motions/flag_subset_guoh3dfeats/M001P002A050R001.npy,Straight Leg Calf Raise
0329,datasets/motions/flag_subset_guoh3dfeats/M001P002A050R002.npy,Straight Leg Calf Raise
0330,datasets/motions/flag_subset_guoh3dfeats/M001P002A050R003.npy,Straight Leg Calf Raise
0331,datasets/motions/flag_subset_guoh3dfeats/M001P002A051R001.npy,Squat Jump
0332,datasets/motions/flag_subset_guoh3dfeats/M001P002A051R002.npy,Squat Jump
0333,datasets/motions/flag_subset_guoh3dfeats/M001P002A051R003.npy,Squat Jump
0334,datasets/motions/flag_subset_guoh3dfeats/M001P002A052R001.npy,Squat With Alternate Knee Lift
0335,datasets/motions/flag_subset_guoh3dfeats/M001P002A052R002.npy,Squat With Alternate Knee Lift
0336,datasets/motions/flag_subset_guoh3dfeats/M001P002A052R003.npy,Squat With Alternate Knee Lift
0337,datasets/motions/flag_subset_guoh3dfeats/M001P002A053R001.npy,Standing Alternate Butt Kick
0338,datasets/motions/flag_subset_guoh3dfeats/M001P002A053R002.npy,Standing Alternate Butt Kick
0339,datasets/motions/flag_subset_guoh3dfeats/M001P002A053R003.npy,Standing Alternate Butt Kick
0340,datasets/motions/flag_subset_guoh3dfeats/M001P002A054R001.npy,Knee Warm-up
0341,datasets/motions/flag_subset_guoh3dfeats/M001P002A054R002.npy,Knee Warm-up
0342,datasets/motions/flag_subset_guoh3dfeats/M001P002A054R003.npy,Knee Warm-up
0343,datasets/motions/flag_subset_guoh3dfeats/M001P002A055R001.npy,Butt Kicks
0344,datasets/motions/flag_subset_guoh3dfeats/M001P002A055R002.npy,Butt Kicks
0345,datasets/motions/flag_subset_guoh3dfeats/M001P002A055R003.npy,Butt Kicks
0346,datasets/motions/flag_subset_guoh3dfeats/M001P002A056R001.npy,Jump Left and Right
0347,datasets/motions/flag_subset_guoh3dfeats/M001P002A056R002.npy,Jump Left and Right
0348,datasets/motions/flag_subset_guoh3dfeats/M001P002A056R003.npy,Jump Left and Right
0349,datasets/motions/flag_subset_guoh3dfeats/M001P002A057R001.npy,Jumping Jacks
0350,datasets/motions/flag_subset_guoh3dfeats/M001P002A057R002.npy,Jumping Jacks
0351,datasets/motions/flag_subset_guoh3dfeats/M001P002A057R003.npy,Jumping Jacks
0352,datasets/motions/flag_subset_guoh3dfeats/M001P002A058R001.npy,High Knee
0353,datasets/motions/flag_subset_guoh3dfeats/M001P002A058R002.npy,High Knee
0354,datasets/motions/flag_subset_guoh3dfeats/M001P002A058R003.npy,High Knee
0355,datasets/motions/flag_subset_guoh3dfeats/M001P002A059R001.npy,Clap Jacks
0356,datasets/motions/flag_subset_guoh3dfeats/M001P002A059R002.npy,Clap Jacks
0357,datasets/motions/flag_subset_guoh3dfeats/M001P002A059R003.npy,Clap Jacks
0358,datasets/motions/flag_subset_guoh3dfeats/M001P002A060R001.npy,Run In Place With Arm Swing
0359,datasets/motions/flag_subset_guoh3dfeats/M001P002A060R002.npy,Run In Place With Arm Swing
0360,datasets/motions/flag_subset_guoh3dfeats/M001P002A060R003.npy,Run In Place With Arm Swing
0361,datasets/motions/flag_subset_guoh3dfeats/M001P003A001R001.npy,Svend Press
0362,datasets/motions/flag_subset_guoh3dfeats/M001P003A001R002.npy,Svend Press
0363,datasets/motions/flag_subset_guoh3dfeats/M001P003A001R003.npy,Svend Press
0364,datasets/motions/flag_subset_guoh3dfeats/M001P003A002R001.npy,Kneeling Push-ups
0365,datasets/motions/flag_subset_guoh3dfeats/M001P003A002R002.npy,Kneeling Push-ups
0366,datasets/motions/flag_subset_guoh3dfeats/M001P003A002R003.npy,Kneeling Push-ups
0367,datasets/motions/flag_subset_guoh3dfeats/M001P003A003R001.npy,Standing Straight-arm Chest Press With Resistance Band
0368,datasets/motions/flag_subset_guoh3dfeats/M001P003A003R002.npy,Standing Straight-arm Chest Press With Resistance Band
0369,datasets/motions/flag_subset_guoh3dfeats/M001P003A003R003.npy,Standing Straight-arm Chest Press With Resistance Band
0370,datasets/motions/flag_subset_guoh3dfeats/M001P003A004R001.npy,Small Dumbbell Floor Flies
0371,datasets/motions/flag_subset_guoh3dfeats/M001P003A004R002.npy,Small Dumbbell Floor Flies
0372,datasets/motions/flag_subset_guoh3dfeats/M001P003A004R003.npy,Small Dumbbell Floor Flies
0373,datasets/motions/flag_subset_guoh3dfeats/M001P003A005R001.npy,Chest Fly
0374,datasets/motions/flag_subset_guoh3dfeats/M001P003A005R002.npy,Chest Fly
0375,datasets/motions/flag_subset_guoh3dfeats/M001P003A005R003.npy,Chest Fly
0376,datasets/motions/flag_subset_guoh3dfeats/M001P003A006R001.npy,Push-ups
0377,datasets/motions/flag_subset_guoh3dfeats/M001P003A006R002.npy,Push-ups
0378,datasets/motions/flag_subset_guoh3dfeats/M001P003A006R003.npy,Push-ups
0379,datasets/motions/flag_subset_guoh3dfeats/M001P003A007R001.npy,Bent-over W-shape Stretch
0380,datasets/motions/flag_subset_guoh3dfeats/M001P003A007R002.npy,Bent-over W-shape Stretch
0381,datasets/motions/flag_subset_guoh3dfeats/M001P003A007R003.npy,Bent-over W-shape Stretch
0382,datasets/motions/flag_subset_guoh3dfeats/M001P003A008R001.npy,Bent-over Y-shape Stretch
0383,datasets/motions/flag_subset_guoh3dfeats/M001P003A008R002.npy,Bent-over Y-shape Stretch
0384,datasets/motions/flag_subset_guoh3dfeats/M001P003A008R003.npy,Bent-over Y-shape Stretch
0385,datasets/motions/flag_subset_guoh3dfeats/M001P003A009R001.npy,Bent-over A-shape Stretch
0386,datasets/motions/flag_subset_guoh3dfeats/M001P003A009R002.npy,Bent-over A-shape Stretch
0387,datasets/motions/flag_subset_guoh3dfeats/M001P003A009R003.npy,Bent-over A-shape Stretch
0388,datasets/motions/flag_subset_guoh3dfeats/M001P003A010R001.npy,Squat With Arm Lift
0389,datasets/motions/flag_subset_guoh3dfeats/M001P003A010R002.npy,Squat With Arm Lift
0390,datasets/motions/flag_subset_guoh3dfeats/M001P003A010R003.npy,Squat With Arm Lift
0391,datasets/motions/flag_subset_guoh3dfeats/M001P003A011R001.npy,Breaststroke Arm Pull
0392,datasets/motions/flag_subset_guoh3dfeats/M001P003A011R002.npy,Breaststroke Arm Pull
0393,datasets/motions/flag_subset_guoh3dfeats/M001P003A011R003.npy,Breaststroke Arm Pull
0394,datasets/motions/flag_subset_guoh3dfeats/M001P003A012R001.npy,Prone Y-shape Stretch
0395,datasets/motions/flag_subset_guoh3dfeats/M001P003A012R002.npy,Prone Y-shape Stretch
0396,datasets/motions/flag_subset_guoh3dfeats/M001P003A012R003.npy,Prone Y-shape Stretch
0397,datasets/motions/flag_subset_guoh3dfeats/M001P003A013R001.npy,Lateral Raise Forward Circles
0398,datasets/motions/flag_subset_guoh3dfeats/M001P003A013R002.npy,Lateral Raise Forward Circles
0399,datasets/motions/flag_subset_guoh3dfeats/M001P003A013R003.npy,Lateral Raise Forward Circles
0400,datasets/motions/flag_subset_guoh3dfeats/M001P003A014R001.npy,Lateral Raise Backward Circles
0401,datasets/motions/flag_subset_guoh3dfeats/M001P003A014R002.npy,Lateral Raise Backward Circles
0402,datasets/motions/flag_subset_guoh3dfeats/M001P003A014R003.npy,Lateral Raise Backward Circles
0403,datasets/motions/flag_subset_guoh3dfeats/M001P003A015R001.npy,Lying Shoulder Joint Upward Round
0404,datasets/motions/flag_subset_guoh3dfeats/M001P003A015R002.npy,Lying Shoulder Joint Upward Round
0405,datasets/motions/flag_subset_guoh3dfeats/M001P003A015R003.npy,Lying Shoulder Joint Upward Round
0406,datasets/motions/flag_subset_guoh3dfeats/M001P003A016R001.npy,Lying Shoulder Joint Downward Round
0407,datasets/motions/flag_subset_guoh3dfeats/M001P003A016R002.npy,Lying Shoulder Joint Downward Round
0408,datasets/motions/flag_subset_guoh3dfeats/M001P003A016R003.npy,Lying Shoulder Joint Downward Round
0409,datasets/motions/flag_subset_guoh3dfeats/M001P003A017R001.npy,Bare-handed Full Lateral Raise
0410,datasets/motions/flag_subset_guoh3dfeats/M001P003A017R002.npy,Bare-handed Full Lateral Raise
0411,datasets/motions/flag_subset_guoh3dfeats/M001P003A017R003.npy,Bare-handed Full Lateral Raise
0412,datasets/motions/flag_subset_guoh3dfeats/M001P003A018R001.npy,Bare-handed Cuban Press
0413,datasets/motions/flag_subset_guoh3dfeats/M001P003A018R002.npy,Bare-handed Cuban Press
0414,datasets/motions/flag_subset_guoh3dfeats/M001P003A018R003.npy,Bare-handed Cuban Press
0415,datasets/motions/flag_subset_guoh3dfeats/M001P003A019R001.npy,Fortune Cat
0416,datasets/motions/flag_subset_guoh3dfeats/M001P003A019R002.npy,Fortune Cat
0417,datasets/motions/flag_subset_guoh3dfeats/M001P003A019R003.npy,Fortune Cat
0418,datasets/motions/flag_subset_guoh3dfeats/M001P003A020R001.npy,Dumbbell Curls
0419,datasets/motions/flag_subset_guoh3dfeats/M001P003A020R002.npy,Dumbbell Curls
0420,datasets/motions/flag_subset_guoh3dfeats/M001P003A020R003.npy,Dumbbell Curls
0421,datasets/motions/flag_subset_guoh3dfeats/M001P003A021R001.npy,Alternate Dumbbell Curls
0422,datasets/motions/flag_subset_guoh3dfeats/M001P003A021R002.npy,Alternate Dumbbell Curls
0423,datasets/motions/flag_subset_guoh3dfeats/M001P003A021R003.npy,Alternate Dumbbell Curls
0424,datasets/motions/flag_subset_guoh3dfeats/M001P003A022R001.npy,Right-side Kettlebell Bent-over Row
0425,datasets/motions/flag_subset_guoh3dfeats/M001P003A022R002.npy,Right-side Kettlebell Bent-over Row
0426,datasets/motions/flag_subset_guoh3dfeats/M001P003A022R003.npy,Right-side Kettlebell Bent-over Row
0427,datasets/motions/flag_subset_guoh3dfeats/M001P003A023R001.npy,Wrist Joint Warm-up
0428,datasets/motions/flag_subset_guoh3dfeats/M001P003A023R002.npy,Wrist Joint Warm-up
0429,datasets/motions/flag_subset_guoh3dfeats/M001P003A023R003.npy,Wrist Joint Warm-up
0430,datasets/motions/flag_subset_guoh3dfeats/M001P003A024R001.npy,Right-side Bent-over Tricep Extension With Resistance Band
0431,datasets/motions/flag_subset_guoh3dfeats/M001P003A024R002.npy,Right-side Bent-over Tricep Extension With Resistance Band
0432,datasets/motions/flag_subset_guoh3dfeats/M001P003A024R003.npy,Right-side Bent-over Tricep Extension With Resistance Band
0433,datasets/motions/flag_subset_guoh3dfeats/M001P003A025R001.npy,Bent-over Dumbbell Tricep Extension
0434,datasets/motions/flag_subset_guoh3dfeats/M001P003A025R002.npy,Bent-over Dumbbell Tricep Extension
0435,datasets/motions/flag_subset_guoh3dfeats/M001P003A025R003.npy,Bent-over Dumbbell Tricep Extension
0436,datasets/motions/flag_subset_guoh3dfeats/M001P003A026R001.npy,Nod And Raise Head
0437,datasets/motions/flag_subset_guoh3dfeats/M001P003A026R002.npy,Nod And Raise Head
0438,datasets/motions/flag_subset_guoh3dfeats/M001P003A026R003.npy,Nod And Raise Head
0439,datasets/motions/flag_subset_guoh3dfeats/M001P003A027R001.npy,Two-way Head Turn
0440,datasets/motions/flag_subset_guoh3dfeats/M001P003A027R002.npy,Two-way Head Turn
0441,datasets/motions/flag_subset_guoh3dfeats/M001P003A027R003.npy,Two-way Head Turn
0442,datasets/motions/flag_subset_guoh3dfeats/M001P003A028R001.npy,Shrug And Sink The Shoulders
0443,datasets/motions/flag_subset_guoh3dfeats/M001P003A028R002.npy,Shrug And Sink The Shoulders
0444,datasets/motions/flag_subset_guoh3dfeats/M001P003A028R003.npy,Shrug And Sink The Shoulders
0445,datasets/motions/flag_subset_guoh3dfeats/M001P003A029R001.npy,Four-way Nod Head
0446,datasets/motions/flag_subset_guoh3dfeats/M001P003A029R002.npy,Four-way Nod Head
0447,datasets/motions/flag_subset_guoh3dfeats/M001P003A029R003.npy,Four-way Nod Head
0448,datasets/motions/flag_subset_guoh3dfeats/M001P003A030R001.npy,Lying Alternate Upper-half Leg Raise
0449,datasets/motions/flag_subset_guoh3dfeats/M001P003A030R002.npy,Lying Alternate Upper-half Leg Raise
0450,datasets/motions/flag_subset_guoh3dfeats/M001P003A030R003.npy,Lying Alternate Upper-half Leg Raise
0451,datasets/motions/flag_subset_guoh3dfeats/M001P003A031R001.npy,Half Roll Back
0452,datasets/motions/flag_subset_guoh3dfeats/M001P003A031R002.npy,Half Roll Back
0453,datasets/motions/flag_subset_guoh3dfeats/M001P003A031R003.npy,Half Roll Back
0454,datasets/motions/flag_subset_guoh3dfeats/M001P003A032R001.npy,Kneeling Right-side Torso Twist
0455,datasets/motions/flag_subset_guoh3dfeats/M001P003A032R002.npy,Kneeling Right-side Torso Twist
0456,datasets/motions/flag_subset_guoh3dfeats/M001P003A032R003.npy,Kneeling Right-side Torso Twist
0457,datasets/motions/flag_subset_guoh3dfeats/M001P003A033R001.npy,Left-side Knee Raise And Abdominal Muscles Contract
0458,datasets/motions/flag_subset_guoh3dfeats/M001P003A033R002.npy,Left-side Knee Raise And Abdominal Muscles Contract
0459,datasets/motions/flag_subset_guoh3dfeats/M001P003A033R003.npy,Left-side Knee Raise And Abdominal Muscles Contract
0460,datasets/motions/flag_subset_guoh3dfeats/M001P003A034R001.npy,Kneeling Right Leg Backward Stretch
0461,datasets/motions/flag_subset_guoh3dfeats/M001P003A034R002.npy,Kneeling Right Leg Backward Stretch
0462,datasets/motions/flag_subset_guoh3dfeats/M001P003A034R003.npy,Kneeling Right Leg Backward Stretch
0463,datasets/motions/flag_subset_guoh3dfeats/M001P003A035R001.npy,Kneeling Right Arm Raise
0464,datasets/motions/flag_subset_guoh3dfeats/M001P003A035R002.npy,Kneeling Right Arm Raise
0465,datasets/motions/flag_subset_guoh3dfeats/M001P003A035R003.npy,Kneeling Right Arm Raise
0466,datasets/motions/flag_subset_guoh3dfeats/M001P003A036R001.npy,Shoulder Bridge
0467,datasets/motions/flag_subset_guoh3dfeats/M001P003A036R002.npy,Shoulder Bridge
0468,datasets/motions/flag_subset_guoh3dfeats/M001P003A036R003.npy,Shoulder Bridge
0469,datasets/motions/flag_subset_guoh3dfeats/M001P003A037R001.npy,Prone Press-ups
0470,datasets/motions/flag_subset_guoh3dfeats/M001P003A037R002.npy,Prone Press-ups
0471,datasets/motions/flag_subset_guoh3dfeats/M001P003A037R003.npy,Prone Press-ups
0472,datasets/motions/flag_subset_guoh3dfeats/M001P003A038R001.npy,Bent-over Torso Rotation
0473,datasets/motions/flag_subset_guoh3dfeats/M001P003A038R002.npy,Bent-over Torso Rotation
0474,datasets/motions/flag_subset_guoh3dfeats/M001P003A038R003.npy,Bent-over Torso Rotation
0475,datasets/motions/flag_subset_guoh3dfeats/M001P003A039R001.npy,Lying Arm Pull
0476,datasets/motions/flag_subset_guoh3dfeats/M001P003A039R002.npy,Lying Arm Pull
0477,datasets/motions/flag_subset_guoh3dfeats/M001P003A039R003.npy,Lying Arm Pull
0478,datasets/motions/flag_subset_guoh3dfeats/M001P003A040R001.npy,Prone Press Up With Torso Rotation
0479,datasets/motions/flag_subset_guoh3dfeats/M001P003A040R002.npy,Prone Press Up With Torso Rotation
0480,datasets/motions/flag_subset_guoh3dfeats/M001P003A040R003.npy,Prone Press Up With Torso Rotation
0481,datasets/motions/flag_subset_guoh3dfeats/M001P003A041R001.npy,Breaststroke Push-ups
0482,datasets/motions/flag_subset_guoh3dfeats/M001P003A041R002.npy,Breaststroke Push-ups
0483,datasets/motions/flag_subset_guoh3dfeats/M001P003A041R003.npy,Breaststroke Push-ups
0484,datasets/motions/flag_subset_guoh3dfeats/M001P003A042R001.npy,Sit-ups
0485,datasets/motions/flag_subset_guoh3dfeats/M001P003A042R002.npy,Sit-ups
0486,datasets/motions/flag_subset_guoh3dfeats/M001P003A042R003.npy,Sit-ups
0487,datasets/motions/flag_subset_guoh3dfeats/M001P003A043R001.npy,Side-lying Left Leg Forward Raise
0488,datasets/motions/flag_subset_guoh3dfeats/M001P003A043R002.npy,Side-lying Left Leg Forward Raise
0489,datasets/motions/flag_subset_guoh3dfeats/M001P003A043R003.npy,Side-lying Left Leg Forward Raise
0490,datasets/motions/flag_subset_guoh3dfeats/M001P003A044R001.npy,Right Leg Reverse Lunge
